no,sid,tid,cid,score
531079962,892258299,296745263,10032,50
531646013,871803809,271036575,10032,50
531866037,873616394,234131795,10032,50
532332351,895109572,213053061,10032,50
532373247,846365362,295093646,10032,50
532413772,886964032,238779596,10032,50
533103162,844978026,218849576,10032,50
533870177,893953942,252406406,10032,50
534074692,870039787,275948326,10032,50
535413622,805635955,285387585,10032,50
536763644,818820901,274598749,10032,50
538755494,804046203,288600796,10032,50
539072514,827897597,295746430,10032,50
539466705,897826414,221743836,10032,50
540251404,866279841,277131771,10032,50
540828246,831803333,249882774,10032,50
541447736,889518328,205511529,10032,50
544816941,897991866,282282597,10032,50
545702200,891028789,288994733,10032,50
546475098,807180654,286775705,10032,50
548168148,859582599,257485634,10032,50
548591759,843262562,251648562,10032,50
549811463,899793861,204495108,10032,50
549963829,866131800,280420592,10032,50
550425052,892886144,238141631,10032,50
551101135,800554079,239535635,10032,50
551294486,887348890,217385272,10032,50
551571140,881300806,285439776,10032,50
551726509,885302688,267768954,10032,50
552543351,818484502,278022627,10032,50
552971753,824928905,296513333,10032,50
553214996,861935309,228873797,10032,50
554835248,869654402,263569862,10032,50
555173860,896244900,240835618,10032,50
555431448,890003323,292652639,10032,50
555759783,894278902,298214180,10032,50
557354858,842987917,277406943,10032,50
558399988,877410660,201926338,10032,50
558452744,835814235,241174698,10032,50
560018243,891618283,295099991,10032,50
560473454,889151743,254878149,10032,50
561291769,852592240,255669906,10032,50
562302581,802087314,280581889,10032,50
562369315,815607810,261299058,10032,50
562715070,887963233,217499084,10032,50
562935025,899643247,270832549,10032,50
565660441,891949304,285322069,10032,50
566189303,888834232,228753731,10032,50
567544236,815178266,213070137,10032,50
567578836,873776489,219022962,10032,50
567803564,820834547,208098926,10032,50
568420447,851868606,218937439,10032,50
568585878,826756271,205916517,10032,50
568637930,870899566,234396885,10032,50
568747663,842663624,268985666,10032,50
570722045,879900469,297545087,10032,50
571159721,834505465,293484320,10032,50
571399313,811078019,243416508,10032,50
571858370,808923245,277235192,10032,50
572399383,832930848,267561330,10032,50
573926585,821593656,200649707,10032,50
575942961,851167481,270853050,10032,50
576360111,870170031,204786328,10032,50
576907919,823137612,240872267,10032,50
576965845,808282515,297690391,10032,50
577231263,897537455,298353913,10032,50
578634717,867401751,262246380,10032,50
578801022,802530537,296775827,10032,50
580428416,802758425,207339403,10032,50
580739073,892773293,245768215,10032,50
581376327,843083951,298196213,10032,50
582673423,837636672,244327488,10032,50
582792631,887975948,231021737,10032,50
583685654,806570833,213617051,10032,50
584552673,818577209,247561717,10032,50
584867588,897429055,245371085,10032,50
586546152,832329856,228060108,10032,50
586696468,846441025,258854634,10032,50
587875833,875172696,212809208,10032,50
587987370,879596635,253168568,10032,50
588247699,816090499,259372968,10032,50
593319118,817094817,206621068,10032,50
594249695,803453742,249994544,10032,50
594441318,813900724,293420707,10032,50
594469678,864972079,225532188,10032,50
594497677,885842392,271426853,10032,50
594992642,851153869,262592771,10032,50
595118153,896707549,270425286,10032,50
595321716,848980926,220400178,10032,50
595580094,828181554,206336156,10032,50
596036023,815235856,237720389,10032,50
597943756,863027513,292475355,10032,50
598904363,808958088,269230483,10032,50
598997982,801263164,251238287,10032,50
599099984,864703024,271278062,10032,50
599247508,818740474,287770189,10032,50
501100863,851792549,261183965,10033,50
503485381,860199807,271071911,10033,50
504463721,874788439,299681321,10033,50
504687050,825527283,230973915,10033,50
506340947,822903644,254617508,10033,50
506908949,846078862,281452813,10033,50
507181442,818005068,229124227,10033,50
507375371,841302314,264920933,10033,50
507548756,882557022,228706295,10033,50
508288309,858451642,287166218,10033,50
508553568,862544762,207455077,10033,50
508579301,851306095,253488745,10033,50
509425171,853713624,237765298,10033,50
509838872,892350115,206848999,10033,50
509865240,898082781,219429917,10033,50
510863935,817570881,224392381,10033,50
511242012,800865555,272313945,10033,50
512924206,805383374,240558633,10033,50
513347483,883561289,218077948,10033,50
513417311,837640054,201435319,10033,50
513505696,872977516,203553731,10033,50
513639007,812228244,292482197,10033,50
513929813,896290410,217615257,10033,50
517616175,895940655,251012631,10033,50
518286459,803246859,239206218,10033,50
520636293,865692933,276535297,10033,50
522007102,860760909,290498588,10033,50
522952704,867993265,227388498,10033,50
524327650,803373024,278459973,10033,50
526878459,891287379,219629871,10033,50
527509785,804793907,290272666,10033,50
528015611,802956478,254350849,10033,50
528148390,818281155,286210859,10033,50
528893482,820915031,281474622,10033,50
529555649,874748879,211881659,10033,50
530578296,848153367,234989527,10033,50
532329752,833339264,228952754,10033,50
532783830,818464912,254409789,10033,50
532982775,810373124,204522120,10033,50
533003040,809646997,220626791,10033,50
533287886,851329324,211856234,10033,50
535525009,829670034,234121796,10033,50
536561713,870655930,260012500,10033,50
536645196,871453581,226814068,10033,50
537375236,898536614,201877340,10033,50
537514444,869873055,295670444,10033,50
537863261,893825989,257226067,10033,50
539435393,837741320,267453222,10033,50
539651133,818464344,227010875,10033,50
540966409,830551897,255461262,10033,50
541584590,817741863,204963353,10033,50
541606165,897787459,276249649,10033,50
542330585,848387602,246852751,10033,50
543265829,885783559,284101303,10033,50
543599325,844852255,229885391,10033,50
545055759,875197871,215497384,10033,50
545491691,881419148,290251461,10033,50
548010512,880364103,271950697,10033,50
551682950,811053432,289528796,10033,50
552086852,898856999,229239600,10033,50
552096192,850753905,225586491,10033,50
552107272,844033621,217487930,10033,50
552391680,840470692,291391820,10033,50
552530248,879823567,234868849,10033,50
553890840,837792156,229135295,10033,50
555065362,817039381,266856611,10033,50
555569861,825515552,212338048,10033,50
555650265,842676541,278825029,10033,50
555766115,825288137,251097346,10033,50
555879728,862569752,219375974,10033,50
559474329,858903811,280779613,10033,50
559565362,838159663,268682245,10033,50
559774692,819601528,224042759,10033,50
563450165,860323716,214494267,10033,50
566096342,809707530,205505717,10033,50
566304269,865309725,219718725,10033,50
566682090,813663325,291738252,10033,50
567067770,815873567,289811306,10033,50
567648966,855367358,246191360,10033,50
569726972,834447432,257376887,10033,50
569782787,819998189,269809304,10033,50
572673051,803726224,207555034,10033,50
573435600,826646932,244819456,10033,50
574228875,871176572,212415560,10033,50
574494576,817444549,211232672,10033,50
575975852,887148107,247975187,10033,50
576182321,894116370,296819792,10033,50
576364565,821964707,277394310,10033,50
577711013,829322174,216890235,10033,50
578267577,866948370,233010973,10033,50
578270106,820007994,288508059,10033,50
579400720,803984048,266794287,10033,50
579731557,898981749,221878042,10033,50
580096783,805468265,237368362,10033,50
580471819,860909372,263502969,10033,50
580592500,853183864,296277217,10033,50
580701001,832125312,266996250,10033,50
581215930,872937633,230408926,10033,50
581233517,894448222,281526269,10033,50
581823984,820792382,291494396,10033,50
583757777,866389103,266730930,10033,50
584046833,811945186,284925910,10033,50
584154472,854538901,267707175,10033,50
584382460,851151832,285780635,10033,50
584592421,819958835,294670360,10033,50
584753798,879029945,258048159,10033,50
585287427,847107616,298102849,10033,50
585477213,848118204,235423307,10033,50
585913054,871793875,253512202,10033,50
586503093,847793065,246858741,10033,50
586694958,839450239,290573001,10033,50
586975835,856677418,222764587,10033,50
587926123,873928287,251622345,10033,50
588260015,845866089,206874067,10033,50
589006435,887082779,229064560,10033,50
589151222,806525707,246070819,10033,50
589428372,855968275,212048221,10033,50
589498149,813487312,255027954,10033,50
590150818,857940453,263157186,10033,50
592307102,884342818,267626115,10033,50
592663298,873824002,232598881,10033,50
595474458,875127665,211188395,10033,50
595722477,866795568,289984135,10033,50
596573153,880818776,207339403,10033,50
596631051,846696313,250067535,10033,50
596832102,860498877,210357900,10033,50
597117101,899420194,268239755,10033,50
597215955,861185018,209686758,10033,50
597261897,847178875,219330363,10033,50
598232947,853079617,262294604,10033,50
598318942,843151937,267064422,10033,50
500135203,897366021,266244419,10034,50
500829285,851051755,279838653,10034,50
501490597,814765356,227440366,10034,50
502530588,863378162,203414279,10034,50
503984706,834614614,274578582,10034,50
504953850,899841966,262149125,10034,50
509048663,892666037,255658245,10034,50
509599997,808625530,210824693,10034,50
510774581,836002596,237664030,10034,50
511409323,868412200,215333902,10034,50
514560514,826521233,268215239,10034,50
520920418,817410306,290138505,10034,50
521417738,839919302,295784494,10034,50
521818282,887664650,206623992,10034,50
522332644,891653668,269809429,10034,50
524497182,888073033,294476331,10034,50
525378078,883184515,261789975,10034,50
526253119,815635940,207719093,10034,50
526728965,858893651,242143074,10034,50
527155072,883009902,287441665,10034,50
527679761,821751548,289564966,10034,50
528649268,898872649,203230821,10034,50
528783632,837763150,257007623,10034,50
529598397,869213254,287840220,10034,50
529660839,847908346,262223318,10034,50
529680988,830647340,293413226,10034,50
531325317,831857332,278468882,10034,50
531365415,840309130,242845196,10034,50
531517209,886409924,203296983,10034,50
532735806,864813819,258855900,10034,50
534881829,818798051,297203147,10034,50
535670165,843184813,200897621,10034,50
539393655,808567137,252340223,10034,50
539399558,838973764,236595692,10034,50
539808053,881430771,264024214,10034,50
539913661,884057557,249400723,10034,50
542658258,847246486,247153952,10034,50
544637486,846919849,258390258,10034,50
546138098,818283944,246523368,10034,50
546682377,887694918,245515511,10034,50
547014030,829639389,282022569,10034,50
547197056,889899783,290649756,10034,50
547467663,869214679,280842142,10034,50
548433518,875672329,222702933,10034,50
548870019,850666793,295807247,10034,50
549898002,841897343,226348202,10034,50
549977440,825692527,225050340,10034,50
551436958,820297791,233015295,10034,50
552358289,864710431,212798801,10034,50
552778982,832125463,249797411,10034,50
553264950,801462179,237399615,10034,50
553382335,802246687,268440569,10034,50
553774600,880812005,275804732,10034,50
555501298,812389533,275809468,10034,50
556098184,840837333,272340226,10034,50
556292724,897947138,298000456,10034,50
556515671,894864958,283493272,10034,50
557231902,811221226,299531892,10034,50
559447631,832693436,290676448,10034,50
560162101,824236578,276563980,10034,50
561181007,852082709,235864424,10034,50
561470955,891460874,299914513,10034,50
562239623,860955753,232645044,10034,50
562470418,816140007,257691583,10034,50
563186786,863669861,290515189,10034,50
563389959,829362384,276076925,10034,50
565321209,854561504,206823369,10034,50
566295539,831242565,292915409,10034,50
567647175,847486598,227590942,10034,50
567966945,865306964,253207637,10034,50
568711329,882689830,291581010,10034,50
568735056,828782906,273021177,10034,50
569153418,859093296,257489720,10034,50
569857921,804751542,274162361,10034,50
570780100,861997630,280664373,10034,50
571300328,877257302,277151310,10034,50
571587237,856049766,276626378,10034,50
572062203,866994257,264357398,10034,50
574067480,889370945,269384512,10034,50
574562519,802338393,249248486,10034,50
574790833,849606534,219491473,10034,50
574820879,875486925,252057938,10034,50
575529635,886695238,258837339,10034,50
576332500,871839521,219716427,10034,50
576998636,802997110,239254195,10034,50
577116885,833601529,283785077,10034,50
579341945,888542392,203397490,10034,50
582403004,812396808,239035084,10034,50
582521308,872672355,292378138,10034,50
582543576,895462175,221559107,10034,50
583043383,888602856,205933231,10034,50
583518544,876213298,200956548,10034,50
583534847,839056008,212239608,10034,50
583614786,859535704,272719849,10034,50
584003947,873387306,230299185,10034,50
584353217,859461635,291373864,10034,50
584890234,881329662,296687441,10034,50
585365466,839447870,263111747,10034,50
585441632,842672146,202770852,10034,50
586507585,830591229,285504585,10034,50
587164731,884762526,228615945,10034,50
587719464,844711072,280684979,10034,50
589706313,811519790,266983045,10034,50
589827659,814385395,239969468,10034,50
591170267,864938846,235341493,10034,50
